INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../../src/tb_mlp.cpp in debug mode
   Compiling ../../../../../src/mlp.cpp in debug mode
   Generating csim.exe
opening file: network_inputs_fullbatch.dat
opening file: theta1.dat
opening file: theta2.dat
opening file: network_outputs_fullbatch.dat

L1 weights matrix read in successfully

L2 weights matrix read in successfully

beginning test
i=0, digit=10, net=10
i=3008, digit=6, net=6
i=3009, digit=6, net=6
i=3010, digit=6, net=6
i=3011, digit=6, net=6
i=3012, digit=6, net=6
i=3013, digit=6, net=6
i=3014, digit=6, net=6
i=3015, digit=6, net=6
i=3016, digit=6, net=6
i=3017, digit=6, net=6
i=3018, digit=6, net=6
i=3019, digit=6, net=6
i=3020, digit=6, net=6
i=3021, digit=6, net=6
i=3022, digit=6, net=6
i=3023, digit=6, net=6
i=3024, digit=6, net=6
i=3025, digit=6, net=6
i=3026, digit=6, net=6
i=3027, digit=6, net=6
i=3028, digit=6, net=6
i=3029, digit=6, net=6
i=3030, digit=6, net=6
i=3031, digit=6, net=6
i=3032, digit=6, net=6
i=3033, digit=6, net=6
i=3034, digit=6, net=6
i=3035, digit=6, net=6
i=3036, digit=6, net=6
i=3037, digit=6, net=6
i=3038, digit=6, net=6
i=3039, digit=6, net=6
i=3040, digit=6, net=6
i=3041, digit=6, net=6
i=3042, digit=6, net=6
i=3043, digit=6, net=10
i=3044, digit=6, net=6
i=3045, digit=6, net=6
i=3046, digit=6, net=6
i=3047, digit=6, net=6
i=3048, digit=6, net=6
i=3049, digit=6, net=6
i=3050, digit=6, net=6
i=3051, digit=6, net=6
i=3052, digit=6, net=6
i=3053, digit=6, net=6
i=3054, digit=6, net=6
i=3055, digit=6, net=6
i=3056, digit=6, net=6
i=3057, digit=6, net=6
i=3058, digit=6, net=6
i=3059, digit=6, net=6
i=3060, digit=6, net=6
i=3061, digit=6, net=6
i=3062, digit=6, net=6
i=3063, digit=6, net=6
i=3064, digit=6, net=6
i=3065, digit=6, net=6
i=3066, digit=6, net=6
i=3067, digit=6, net=6
i=3068, digit=6, net=6
i=3069, digit=6, net=6
i=3070, digit=6, net=6
i=3071, digit=6, net=6
i=3072, digit=6, net=6
i=3073, digit=6, net=6
i=3074, digit=6, net=6
i=3075, digit=6, net=6
i=3076, digit=6, net=6
i=3077, digit=6, net=6
i=3078, digit=6, net=5
i=3079, digit=6, net=6
i=3080, digit=6, net=6
i=3081, digit=6, net=1
i=3082, digit=6, net=6
i=3083, digit=6, net=6
i=3084, digit=6, net=6
i=3085, digit=6, net=6
i=3086, digit=6, net=6
i=3087, digit=6, net=6
i=3088, digit=6, net=6
i=3089, digit=6, net=6
i=3090, digit=6, net=6
i=3091, digit=6, net=6
i=3092, digit=6, net=6
i=3093, digit=6, net=6
i=3094, digit=6, net=6
i=3095, digit=6, net=6
i=3096, digit=6, net=6
i=3097, digit=6, net=6
i=3098, digit=6, net=6
i=3099, digit=6, net=6
i=3100, digit=6, net=6
i=3101, digit=6, net=6
i=3102, digit=6, net=6
i=3103, digit=6, net=6
i=3104, digit=6, net=6
i=3105, digit=6, net=6
i=3106, digit=6, net=6
i=3107, digit=6, net=6
i=3108, digit=6, net=6
i=3109, digit=6, net=6
i=3110, digit=6, net=6
i=3111, digit=6, net=6
i=3112, digit=6, net=6
i=3113, digit=6, net=6
i=3114, digit=6, net=6
i=3115, digit=6, net=6
i=3116, digit=6, net=6
i=3117, digit=6, net=6
i=3118, digit=6, net=6
i=3119, digit=6, net=6
i=3120, digit=6, net=6
i=3121, digit=6, net=6
i=3122, digit=6, net=6
i=3123, digit=6, net=6
i=3124, digit=6, net=6
i=3125, digit=6, net=6
i=3126, digit=6, net=6
i=3127, digit=6, net=6
i=3128, digit=6, net=6
i=3129, digit=6, net=6
i=3130, digit=6, net=6
i=3131, digit=6, net=6
i=3132, digit=6, net=6
i=3133, digit=6, net=6
i=3134, digit=6, net=6
i=3135, digit=6, net=6
i=3136, digit=6, net=6
i=3137, digit=6, net=6
i=3138, digit=6, net=6
i=3139, digit=6, net=6
i=3140, digit=6, net=6
i=3141, digit=6, net=6
i=3142, digit=6, net=6
i=3143, digit=6, net=6
i=3144, digit=6, net=6
i=3145, digit=6, net=6
i=3146, digit=6, net=6
i=3147, digit=6, net=6
i=3148, digit=6, net=6
i=3149, digit=6, net=6
i=3150, digit=6, net=6
i=3151, digit=6, net=6
i=3152, digit=6, net=6
i=3153, digit=6, net=6
i=3154, digit=6, net=6
i=3155, digit=6, net=6
i=3156, digit=6, net=6
i=3157, digit=6, net=6
i=3158, digit=6, net=6
i=3159, digit=6, net=6
i=3160, digit=6, net=6
i=3161, digit=6, net=6
i=3162, digit=6, net=6
i=3163, digit=6, net=6
i=3164, digit=6, net=6
i=3165, digit=6, net=6
i=3166, digit=6, net=6
i=3167, digit=6, net=6
i=3168, digit=6, net=6
i=3169, digit=6, net=6
i=3170, digit=6, net=6
i=3171, digit=6, net=6
i=3172, digit=6, net=6
i=3173, digit=6, net=6
i=3174, digit=6, net=6
i=3175, digit=6, net=6
i=3176, digit=6, net=6
i=3177, digit=6, net=6
i=3178, digit=6, net=6
i=3179, digit=6, net=6
i=3180, digit=6, net=6
i=3181, digit=6, net=6
i=3182, digit=6, net=6
i=3183, digit=6, net=6
i=3184, digit=6, net=6
i=3185, digit=6, net=6
i=3186, digit=6, net=6
i=3187, digit=6, net=6
i=3188, digit=6, net=6
i=3189, digit=6, net=6
i=3190, digit=6, net=6
i=3191, digit=6, net=6
i=3192, digit=6, net=6
i=3193, digit=6, net=6
i=3194, digit=6, net=6
i=3195, digit=6, net=6
i=3196, digit=6, net=6
i=3197, digit=6, net=6
i=3198, digit=6, net=6
i=3199, digit=6, net=6
i=3200, digit=6, net=6
i=3201, digit=6, net=6
i=3202, digit=6, net=6
i=3203, digit=6, net=6
i=3204, digit=6, net=1
i=3205, digit=6, net=6
i=3206, digit=6, net=6
i=3207, digit=6, net=6
i=3208, digit=6, net=6
i=3209, digit=6, net=6
i=3210, digit=6, net=6
i=3211, digit=6, net=6
i=3212, digit=6, net=6
i=3213, digit=6, net=6
i=3214, digit=6, net=6
i=3215, digit=6, net=6
i=3216, digit=6, net=6
i=3217, digit=6, net=6
i=3218, digit=6, net=6
i=3219, digit=6, net=6
i=3220, digit=6, net=6
i=3221, digit=6, net=6
i=3222, digit=6, net=6
i=3223, digit=6, net=6
i=3224, digit=6, net=6
i=3225, digit=6, net=6
i=3226, digit=6, net=6
i=3227, digit=6, net=6
i=3228, digit=6, net=6
i=3229, digit=6, net=6
i=3230, digit=6, net=6
i=3231, digit=6, net=6
i=3232, digit=6, net=6
i=3233, digit=6, net=6
i=3234, digit=6, net=6
i=3235, digit=6, net=6
i=3236, digit=6, net=6
i=3237, digit=6, net=6
i=3238, digit=6, net=6
i=3239, digit=6, net=6
i=3240, digit=6, net=6
i=3241, digit=6, net=6
i=3242, digit=6, net=6
i=3243, digit=6, net=6
i=3244, digit=6, net=6
i=3245, digit=6, net=6
i=3246, digit=6, net=6
i=3247, digit=6, net=6
i=3248, digit=6, net=6
i=3249, digit=6, net=6
i=3250, digit=6, net=6
i=3251, digit=6, net=6
i=3252, digit=6, net=6
i=3253, digit=6, net=6
i=3254, digit=6, net=6
i=3255, digit=6, net=6
i=3256, digit=6, net=6
i=3257, digit=6, net=6
i=3258, digit=6, net=6
i=3259, digit=6, net=6
i=3260, digit=6, net=6
i=3261, digit=6, net=6
i=3262, digit=6, net=6
i=3263, digit=6, net=6
i=3264, digit=6, net=6
i=3265, digit=6, net=6
i=3266, digit=6, net=6
i=3267, digit=6, net=6
i=3268, digit=6, net=6
i=3269, digit=6, net=6
i=3270, digit=6, net=6
i=3271, digit=6, net=6
i=3272, digit=6, net=6
i=3273, digit=6, net=6
i=3274, digit=6, net=6
i=3275, digit=6, net=6
i=3276, digit=6, net=6
i=3277, digit=6, net=6
i=3278, digit=6, net=6
i=3279, digit=6, net=6
i=3280, digit=6, net=6
i=3281, digit=6, net=6
i=3282, digit=6, net=6
i=3283, digit=6, net=6
i=3284, digit=6, net=6
i=3285, digit=6, net=6
i=3286, digit=6, net=6
i=3287, digit=6, net=6
i=3288, digit=6, net=6
i=3289, digit=6, net=6
i=3290, digit=6, net=6
i=3291, digit=6, net=6
i=3292, digit=6, net=6
i=3293, digit=6, net=6
i=3294, digit=6, net=6
i=3295, digit=6, net=6
i=3296, digit=6, net=6
i=3297, digit=6, net=6
i=3298, digit=6, net=6
i=3299, digit=6, net=6
i=3300, digit=6, net=6
i=3301, digit=6, net=6
i=3302, digit=6, net=6
i=3303, digit=6, net=6
i=3304, digit=6, net=6
i=3305, digit=6, net=6
i=3306, digit=6, net=6
i=3307, digit=6, net=6
i=3308, digit=6, net=6
i=3309, digit=6, net=6
i=3310, digit=6, net=6
i=3311, digit=6, net=6
i=3312, digit=6, net=6
i=3313, digit=6, net=6
i=3314, digit=6, net=6
i=3315, digit=6, net=6
i=3316, digit=6, net=6
i=3317, digit=6, net=6
i=3318, digit=6, net=6
i=3319, digit=6, net=6
i=3320, digit=6, net=6
i=3321, digit=6, net=6
i=3322, digit=6, net=6
i=3323, digit=6, net=6
i=3324, digit=6, net=6
i=3325, digit=6, net=6
i=3326, digit=6, net=6
i=3327, digit=6, net=6
i=3328, digit=6, net=5
i=3329, digit=6, net=6
i=3330, digit=6, net=6
i=3331, digit=6, net=6
i=3332, digit=6, net=6
i=3333, digit=6, net=6
i=3334, digit=6, net=6
i=3335, digit=6, net=6
i=3336, digit=6, net=6
i=3337, digit=6, net=6
i=3338, digit=6, net=6
i=3339, digit=6, net=6
i=3340, digit=6, net=6
i=3341, digit=6, net=8
i=3342, digit=6, net=6
i=3343, digit=6, net=6
i=3344, digit=6, net=6
i=3345, digit=6, net=6
i=3346, digit=6, net=6
i=3347, digit=6, net=6
i=3348, digit=6, net=6
i=3349, digit=6, net=6
i=3350, digit=6, net=6
i=3351, digit=6, net=6
i=3352, digit=6, net=6
i=3353, digit=6, net=6
i=3354, digit=6, net=6
i=3355, digit=6, net=6
i=3356, digit=6, net=6
i=3357, digit=6, net=6
i=3358, digit=6, net=6
i=3359, digit=6, net=6
i=3360, digit=6, net=6
i=3361, digit=6, net=6
i=3362, digit=6, net=6
i=3363, digit=6, net=6
i=3364, digit=6, net=6
i=3365, digit=6, net=6
i=3366, digit=6, net=6
i=3367, digit=6, net=6
i=3368, digit=6, net=6
i=3369, digit=6, net=6
i=3370, digit=6, net=6
i=3371, digit=6, net=6
i=3372, digit=6, net=6
i=3373, digit=6, net=6
i=3374, digit=6, net=6
i=3375, digit=6, net=6
i=3376, digit=6, net=6
i=3377, digit=6, net=6
i=3378, digit=6, net=6
i=3379, digit=6, net=6
i=3380, digit=6, net=6
i=3381, digit=6, net=6
i=3382, digit=6, net=10
i=3383, digit=6, net=6
i=3384, digit=6, net=6
i=3385, digit=6, net=6
i=3386, digit=6, net=6
i=3387, digit=6, net=6
i=3388, digit=6, net=6
i=3389, digit=6, net=6
i=3390, digit=6, net=6
i=3391, digit=6, net=6
i=3392, digit=6, net=6
i=3393, digit=6, net=6
i=3394, digit=6, net=6
i=3395, digit=6, net=6
i=3396, digit=6, net=6
i=3397, digit=6, net=6
i=3398, digit=6, net=6
i=3399, digit=6, net=6
i=3400, digit=6, net=6
i=3401, digit=6, net=6
i=3402, digit=6, net=6
i=3403, digit=6, net=6
i=3404, digit=6, net=6
i=3405, digit=6, net=6
i=3406, digit=6, net=6
i=3407, digit=6, net=6
i=3408, digit=6, net=6
i=3409, digit=6, net=6
i=3410, digit=6, net=6
i=3411, digit=6, net=6
i=3412, digit=6, net=6
i=3413, digit=6, net=6
i=3414, digit=6, net=6
i=3415, digit=6, net=6
i=3416, digit=6, net=6
i=3417, digit=6, net=6
i=3418, digit=6, net=6
i=3419, digit=6, net=6
i=3420, digit=6, net=6
i=3421, digit=6, net=6
i=3422, digit=6, net=6
i=3423, digit=6, net=6
i=3424, digit=6, net=6
i=3425, digit=6, net=6
i=3426, digit=6, net=6
i=3427, digit=6, net=6
i=3428, digit=6, net=6
i=3429, digit=6, net=6
i=3430, digit=6, net=6
i=3431, digit=6, net=6
i=3432, digit=6, net=6
i=3433, digit=6, net=6
i=3434, digit=6, net=6
i=3435, digit=6, net=6
i=3436, digit=6, net=6
i=3437, digit=6, net=6
i=3438, digit=6, net=6
i=3439, digit=6, net=6
i=3440, digit=6, net=6
i=3441, digit=6, net=6
i=3442, digit=6, net=6
i=3443, digit=6, net=6
i=3444, digit=6, net=6
i=3445, digit=6, net=6
i=3446, digit=6, net=6
i=3447, digit=6, net=6
i=3448, digit=6, net=6
i=3449, digit=6, net=6
i=3450, digit=6, net=6
i=3451, digit=6, net=6
i=3452, digit=6, net=6
i=3453, digit=6, net=6
i=3454, digit=6, net=6
i=3455, digit=6, net=6
i=3456, digit=6, net=6
i=3457, digit=6, net=6
i=3458, digit=6, net=6
i=3459, digit=6, net=6
i=3460, digit=6, net=6
i=3461, digit=6, net=6
i=3462, digit=6, net=6
i=3463, digit=6, net=6
i=3464, digit=6, net=6
i=3465, digit=6, net=6
i=3466, digit=6, net=6
i=3467, digit=6, net=6
i=3468, digit=6, net=6
i=3469, digit=6, net=6
i=3470, digit=6, net=6
i=3471, digit=6, net=6
i=3472, digit=6, net=6
i=3473, digit=6, net=6
i=3474, digit=6, net=6
i=3475, digit=6, net=6
i=3476, digit=6, net=6
i=3477, digit=6, net=6
i=3478, digit=6, net=6
i=3479, digit=6, net=6
i=3480, digit=6, net=6
i=3481, digit=6, net=6
i=3482, digit=6, net=6
i=3483, digit=6, net=6
i=3484, digit=6, net=6
i=3485, digit=6, net=6
i=3486, digit=6, net=6
i=3487, digit=6, net=6
i=3488, digit=6, net=6
i=3489, digit=6, net=6
i=3490, digit=6, net=6
i=3491, digit=6, net=6
i=3492, digit=6, net=6
i=3493, digit=6, net=6
i=3494, digit=6, net=6
i=3495, digit=6, net=6
i=3496, digit=6, net=6
i=3497, digit=6, net=6
i=3498, digit=6, net=6
i=3499, digit=6, net=6
i=3500, digit=7, net=7
i=3501, digit=7, net=7
i=3502, digit=7, net=7
i=3503, digit=7, net=7
i=3504, digit=7, net=7
i=3505, digit=7, net=7
i=3506, digit=7, net=7
i=3507, digit=7, net=7
i=3508, digit=7, net=7
i=3509, digit=7, net=7
i=3510, digit=7, net=7
i=3511, digit=7, net=7
i=3512, digit=7, net=7
i=3513, digit=7, net=7
i=3514, digit=7, net=7
i=3515, digit=7, net=7
i=3516, digit=7, net=7
i=3517, digit=7, net=7
i=3518, digit=7, net=7
i=3519, digit=7, net=7
i=3520, digit=7, net=7
i=3521, digit=7, net=7
i=3522, digit=7, net=7
i=3523, digit=7, net=7
i=3524, digit=7, net=7
i=3525, digit=7, net=7
i=3526, digit=7, net=7
i=3527, digit=7, net=7
i=3528, digit=7, net=7
i=3529, digit=7, net=7
i=3530, digit=7, net=7
i=3531, digit=7, net=7
i=3532, digit=7, net=7
i=3533, digit=7, net=7
i=3534, digit=7, net=7
i=3535, digit=7, net=7
i=3536, digit=7, net=7
i=3537, digit=7, net=1
i=3538, digit=7, net=7
i=3539, digit=7, net=7
i=3540, digit=7, net=7
i=3541, digit=7, net=7
i=3542, digit=7, net=7
i=3543, digit=7, net=7
i=3544, digit=7, net=7
i=3545, digit=7, net=7
i=3546, digit=7, net=7
i=3547, digit=7, net=7
i=3548, digit=7, net=7
i=3549, digit=7, net=7
i=3550, digit=7, net=7
i=3551, digit=7, net=7
i=3552, digit=7, net=7
i=3553, digit=7, net=7
i=3554, digit=7, net=7
i=3555, digit=7, net=7
i=3556, digit=7, net=7
i=3557, digit=7, net=7
i=3558, digit=7, net=7
i=3559, digit=7, net=7
i=3560, digit=7, net=7
i=3561, digit=7, net=7
i=3562, digit=7, net=7
i=3563, digit=7, net=7
i=3564, digit=7, net=7
i=3565, digit=7, net=7
i=3566, digit=7, net=7
i=3567, digit=7, net=7
i=3568, digit=7, net=7
i=3569, digit=7, net=7
i=3570, digit=7, net=7
i=3571, digit=7, net=7
i=3572, digit=7, net=7
i=3573, digit=7, net=7
i=3574, digit=7, net=7
i=3575, digit=7, net=7
i=3576, digit=7, net=7
i=3577, digit=7, net=7
i=3578, digit=7, net=7
i=3579, digit=7, net=7
i=3580, digit=7, net=7
i=3581, digit=7, net=7
i=3582, digit=7, net=7
i=3583, digit=7, net=7
i=3584, digit=7, net=7
i=3585, digit=7, net=7
i=3586, digit=7, net=7
i=3587, digit=7, net=7
i=3588, digit=7, net=7
i=3589, digit=7, net=7
i=3590, digit=7, net=7
i=3591, digit=7, net=7
i=3592, digit=7, net=7
i=3593, digit=7, net=7
i=3594, digit=7, net=7
i=3595, digit=7, net=7
i=3596, digit=7, net=7
i=3597, digit=7, net=7
i=3598, digit=7, net=7
i=3599, digit=7, net=7
i=3600, digit=7, net=7
i=3601, digit=7, net=7
i=3602, digit=7, net=7
i=3603, digit=7, net=7
i=3604, digit=7, net=7
i=3605, digit=7, net=7
i=3606, digit=7, net=7
i=3607, digit=7, net=7
i=3608, digit=7, net=7
i=3609, digit=7, net=7
i=3610, digit=7, net=7
i=3611, digit=7, net=7
i=3612, digit=7, net=7
i=3613, digit=7, net=7
i=3614, digit=7, net=7
i=3615, digit=7, net=7
i=3616, digit=7, net=7
i=3617, digit=7, net=7
i=3618, digit=7, net=7
i=3619, digit=7, net=4
i=3620, digit=7, net=7
i=3621, digit=7, net=7
i=3622, digit=7, net=7
i=3623, digit=7, net=7
i=3624, digit=7, net=7
i=3625, digit=7, net=7
i=3626, digit=7, net=7
i=3627, digit=7, net=4
i=3628, digit=7, net=7
i=3629, digit=7, net=4
i=3630, digit=7, net=7
i=3631, digit=7, net=7
i=3632, digit=7, net=7
i=3633, digit=7, net=7
i=3634, digit=7, net=7
i=3635, digit=7, net=7
i=3636, digit=7, net=7
i=3637, digit=7, net=7
i=3638, digit=7, net=7
i=3639, digit=7, net=7
i=3640, digit=7, net=7
i=3641, digit=7, net=7
i=3642, digit=7, net=7
i=3643, digit=7, net=7
i=3644, digit=7, net=7
i=3645, digit=7, net=7
i=3646, digit=7, net=7
i=3647, digit=7, net=7
i=3648, digit=7, net=7
i=3649, digit=7, net=7
i=3650, digit=7, net=7
i=3651, digit=7, net=7
i=3652, digit=7, net=7
i=3653, digit=7, net=7
i=3654, digit=7, net=7
i=3655, digit=7, net=7
i=3656, digit=7, net=7
i=3657, digit=7, net=7
i=3658, digit=7, net=7
i=3659, digit=7, net=7
i=3660, digit=7, net=7
i=3661, digit=7, net=7
i=3662, digit=7, net=7
i=3663, digit=7, net=7
i=3664, digit=7, net=4
i=3665, digit=7, net=7
i=3666, digit=7, net=7
i=3667, digit=7, net=7
i=3668, digit=7, net=9
i=3669, digit=7, net=7
i=3670, digit=7, net=7
i=3671, digit=7, net=7
i=3672, digit=7, net=7
i=3673, digit=7, net=7
i=3674, digit=7, net=7
i=3675, digit=7, net=7
i=3676, digit=7, net=7
i=3677, digit=7, net=7
i=3678, digit=7, net=7
i=3679, digit=7, net=7
i=3680, digit=7, net=7
i=3681, digit=7, net=7
i=3682, digit=7, net=7
i=3683, digit=7, net=7
i=3684, digit=7, net=7
i=3685, digit=7, net=7
i=3686, digit=7, net=7
i=3687, digit=7, net=7
i=3688, digit=7, net=7
i=3689, digit=7, net=7
i=3690, digit=7, net=7
i=3691, digit=7, net=7
i=3692, digit=7, net=7
i=3693, digit=7, net=7
i=3694, digit=7, net=7
i=3695, digit=7, net=7
i=3696, digit=7, net=7
i=3697, digit=7, net=7
i=3698, digit=7, net=7
i=3699, digit=7, net=7
i=3700, digit=7, net=7
i=3701, digit=7, net=7
i=3702, digit=7, net=7
i=3703, digit=7, net=7
i=3704, digit=7, net=7
i=3705, digit=7, net=7
i=3706, digit=7, net=7
i=3707, digit=7, net=7
i=3708, digit=7, net=7
i=3709, digit=7, net=7
i=3710, digit=7, net=7
i=3711, digit=7, net=7
i=3712, digit=7, net=7
i=3713, digit=7, net=7
i=3714, digit=7, net=7
i=3715, digit=7, net=7
i=3716, digit=7, net=7
i=3717, digit=7, net=7
i=3718, digit=7, net=7
i=3719, digit=7, net=7
i=3720, digit=7, net=7
i=3721, digit=7, net=7
i=3722, digit=7, net=7
i=3723, digit=7, net=7
i=3724, digit=7, net=7
i=3725, digit=7, net=10
i=3726, digit=7, net=7
i=3727, digit=7, net=7
i=3728, digit=7, net=7
i=3729, digit=7, net=7
i=3730, digit=7, net=7
i=3731, digit=7, net=7
i=3732, digit=7, net=2
i=3733, digit=7, net=7
i=3734, digit=7, net=7
i=3735, digit=7, net=7
i=3736, digit=7, net=7
i=3737, digit=7, net=7
i=3738, digit=7, net=7
i=3739, digit=7, net=7
i=3740, digit=7, net=7
i=3741, digit=7, net=7
i=3742, digit=7, net=7
i=3743, digit=7, net=7
i=3744, digit=7, net=7
i=3745, digit=7, net=7
i=3746, digit=7, net=7
i=3747, digit=7, net=7
i=3748, digit=7, net=7
i=3749, digit=7, net=7
i=3750, digit=7, net=7
i=3751, digit=7, net=7
i=3752, digit=7, net=7
i=3753, digit=7, net=7
i=3754, digit=7, net=7
i=3755, digit=7, net=7
i=3756, digit=7, net=7
i=3757, digit=7, net=7
i=3758, digit=7, net=7
i=3759, digit=7, net=7
i=3760, digit=7, net=7
i=3761, digit=7, net=7
i=3762, digit=7, net=7
i=3763, digit=7, net=7
i=3764, digit=7, net=7
i=3765, digit=7, net=7
i=3766, digit=7, net=7
i=3767, digit=7, net=7
i=3768, digit=7, net=7
i=3769, digit=7, net=7
i=3770, digit=7, net=7
i=3771, digit=7, net=7
i=3772, digit=7, net=7
i=3773, digit=7, net=7
i=3774, digit=7, net=7
i=3775, digit=7, net=7
i=3776, digit=7, net=7
i=3777, digit=7, net=7
i=3778, digit=7, net=7
i=3779, digit=7, net=7
i=3780, digit=7, net=7
i=3781, digit=7, net=7
i=3782, digit=7, net=7
i=3783, digit=7, net=7
i=3784, digit=7, net=7
i=3785, digit=7, net=7
i=3786, digit=7, net=7
i=3787, digit=7, net=7
i=3788, digit=7, net=7
i=3789, digit=7, net=7
i=3790, digit=7, net=7
i=3791, digit=7, net=7
i=3792, digit=7, net=7
i=3793, digit=7, net=7
i=3794, digit=7, net=7
i=3795, digit=7, net=2
i=3796, digit=7, net=7
i=3797, digit=7, net=7
i=3798, digit=7, net=7
i=3799, digit=7, net=7
i=3800, digit=7, net=7
i=3801, digit=7, net=7
i=3802, digit=7, net=7
i=3803, digit=7, net=7
i=3804, digit=7, net=7
i=3805, digit=7, net=7
i=3806, digit=7, net=7
i=3807, digit=7, net=7
i=3808, digit=7, net=7
i=3809, digit=7, net=7
i=3810, digit=7, net=7
i=3811, digit=7, net=7
i=3812, digit=7, net=7
i=3813, digit=7, net=7
i=3814, digit=7, net=7
i=3815, digit=7, net=7
i=3816, digit=7, net=7
i=3817, digit=7, net=7
i=3818, digit=7, net=7
i=3819, digit=7, net=7
i=3820, digit=7, net=7
i=3821, digit=7, net=7
i=3822, digit=7, net=7
i=3823, digit=7, net=9
i=3824, digit=7, net=7
i=3825, digit=7, net=7
i=3826, digit=7, net=7
i=3827, digit=7, net=7
i=3828, digit=7, net=7
i=3829, digit=7, net=7
i=3830, digit=7, net=1
i=3831, digit=7, net=7
i=3832, digit=7, net=7
i=3833, digit=7, net=7
i=3834, digit=7, net=7
i=3835, digit=7, net=7
i=3836, digit=7, net=7
i=3837, digit=7, net=7
i=3838, digit=7, net=7
i=3839, digit=7, net=7
i=3840, digit=7, net=7
i=3841, digit=7, net=7
i=3842, digit=7, net=7
i=3843, digit=7, net=7
i=3844, digit=7, net=7
i=3845, digit=7, net=7
i=3846, digit=7, net=7
i=3847, digit=7, net=7
i=3848, digit=7, net=7
i=3849, digit=7, net=7
i=3850, digit=7, net=7
i=3851, digit=7, net=7
i=3852, digit=7, net=7
i=3853, digit=7, net=9
i=3854, digit=7, net=7
i=3855, digit=7, net=7
i=3856, digit=7, net=7
i=3857, digit=7, net=7
i=3858, digit=7, net=7
i=3859, digit=7, net=7
i=3860, digit=7, net=7
i=3861, digit=7, net=7
i=3862, digit=7, net=7
i=3863, digit=7, net=7
i=3864, digit=7, net=7
i=3865, digit=7, net=7
i=3866, digit=7, net=7
i=3867, digit=7, net=7
i=3868, digit=7, net=7
i=3869, digit=7, net=7
i=3870, digit=7, net=7
i=3871, digit=7, net=7
i=3872, digit=7, net=7
i=3873, digit=7, net=7
i=3874, digit=7, net=7
i=3875, digit=7, net=7
i=3876, digit=7, net=7
i=3877, digit=7, net=7
i=3878, digit=7, net=7
i=3879, digit=7, net=7
i=3880, digit=7, net=7
i=3881, digit=7, net=7
i=3882, digit=7, net=7
i=3883, digit=7, net=7
i=3884, digit=7, net=7
i=3885, digit=7, net=7
i=3886, digit=7, net=7
i=3887, digit=7, net=7
i=3888, digit=7, net=7
i=3889, digit=7, net=7
i=3890, digit=7, net=7
i=3891, digit=7, net=7
i=3892, digit=7, net=7
i=3893, digit=7, net=7
i=3894, digit=7, net=7
i=3895, digit=7, net=1
i=3896, digit=7, net=7
i=3897, digit=7, net=7
i=3898, digit=7, net=7
i=3899, digit=7, net=7
i=3900, digit=7, net=7
i=3901, digit=7, net=7
i=3902, digit=7, net=7
i=3903, digit=7, net=7
i=3904, digit=7, net=7
i=3905, digit=7, net=7
i=3906, digit=7, net=7
i=3907, digit=7, net=7
i=3908, digit=7, net=7
i=3909, digit=7, net=3
i=3910, digit=7, net=7
i=3911, digit=7, net=7
i=3912, digit=7, net=7
i=3913, digit=7, net=7
i=3914, digit=7, net=7
i=3915, digit=7, net=7
i=3916, digit=7, net=7
i=3917, digit=7, net=7
i=3918, digit=7, net=7
i=3919, digit=7, net=7
i=3920, digit=7, net=7
i=3921, digit=7, net=7
i=3922, digit=7, net=7
i=3923, digit=7, net=7
i=3924, digit=7, net=7
i=3925, digit=7, net=7
i=3926, digit=7, net=7
i=3927, digit=7, net=7
i=3928, digit=7, net=7
i=3929, digit=7, net=7
i=3930, digit=7, net=7
i=3931, digit=7, net=7
i=3932, digit=7, net=7
i=3933, digit=7, net=7
i=3934, digit=7, net=7
i=3935, digit=7, net=7
i=3936, digit=7, net=7
i=3937, digit=7, net=7
i=3938, digit=7, net=7
i=3939, digit=7, net=7
i=3940, digit=7, net=7
i=3941, digit=7, net=7
i=3942, digit=7, net=7
i=3943, digit=7, net=7
i=3944, digit=7, net=7
i=3945, digit=7, net=7
i=3946, digit=7, net=7
i=3947, digit=7, net=7
i=3948, digit=7, net=7
i=3949, digit=7, net=7
i=3950, digit=7, net=7
i=3951, digit=7, net=7
i=3952, digit=7, net=7
i=3953, digit=7, net=7
i=3954, digit=7, net=7
i=3955, digit=7, net=7
i=3956, digit=7, net=7
i=3957, digit=7, net=7
i=3958, digit=7, net=7
i=3959, digit=7, net=7
i=3960, digit=7, net=7
i=3961, digit=7, net=7
i=3962, digit=7, net=7
i=3963, digit=7, net=7
i=3964, digit=7, net=7
i=3965, digit=7, net=7
i=3966, digit=7, net=7
i=3967, digit=7, net=7
i=3968, digit=7, net=7
i=3969, digit=7, net=7
i=3970, digit=7, net=7
i=3971, digit=7, net=7
i=3972, digit=7, net=9
i=3973, digit=7, net=7
i=3974, digit=7, net=7
i=3975, digit=7, net=7
i=3976, digit=7, net=7
i=3977, digit=7, net=7
i=3978, digit=7, net=7
i=3979, digit=7, net=7
i=3980, digit=7, net=7
i=3981, digit=7, net=7
i=3982, digit=7, net=7
i=3983, digit=7, net=7
i=3984, digit=7, net=7
i=3985, digit=7, net=7
i=3986, digit=7, net=7
i=3987, digit=7, net=7
i=3988, digit=7, net=7
i=3989, digit=7, net=7
i=3990, digit=7, net=7
i=3991, digit=7, net=7
